text,emotion
"['belgium', 'set', 'back', '3', 'roberto', 'martinez', 'video', 'explain', 'slightli', 'differ']","neutro"
"['academi', 'award', 'best', 'actor', 'goe']","neutro"
"['let', 'parti', 'cheer', 'brazil']","positivo"
"['second', 'live', 'coverag', 'brazil', 'v', 'belgium', 'team', 'news', 'come', '6pm', 'stay', 'tune']","neutro"
"['casemiro', 'ta', 'gun']","neutro"
"['decid', 'back', 'tonight', 'match', 'let', 'odd', 'help', '40', '1', '70', '1', 'amp', 'cs', 'appli']","neutro"
"['question', 'mascot', 'peopl', 'wash', 'belgium', 'want', 'twist', 'capiroto']","positivo"
"['prospect', 'store', 'back', 'like']","positivo"
"['belgium', 'sank', 'time', 'fall', 'sun']","positivo"
"['wait', 'like']","positivo"
"['two', 'tim', 'player', 'young', 'alreadi', 'star', 'field', 'bet', 'life', 'die', 'head', 'final', 'brazil']","negativo"
['predict'],"neutro"
"['today', 'brazil', 'x', 'belgium', 'rank']","neutro"
"['price', 'boost', 'beat', 'amp', 'neymar', 'sc', '2', '1', '5', '2', 'place']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['next', 'match', 'star', 'player', 'brazil', 'neymar', 'littl', 'coutinho', 'marcelo', 'belgium', 'wound', 'hazard', 'de', 'bruyen']","neutro"
"['poor', 'fellow', 'miniola', 'passion', 'lalsamam', 'mccain', 'non', 'photoshop', 'pleas', 'lord']","negativo"
"['brazil', 'wing', 'japan', 'today']","neutro"
"['hi', 'brazil']","positivo"
"['best', 'meet', 'respect']","positivo"
"['1', '3', 'belgium', 'alreadi']","neutro"
"['brazil', 'good', 'game', 'well', 'play']","positivo"
"['previou', 'opportun', 'side', 'world', 'cup', 'round', '16', '2002', 'win', '2', '0']","neutro"
"['latest', 'day', 'great', 'experi', 'touch', 'work', 'day', 'histori', 'previou', 'lu']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'name', 'fan', 'psycho', 'yuri', 'torski', 'whose', 'last', 'name', '6', 'letter', 'hexa']","neutro"
"['today', 'gabriel', 'jesu', 'goal']","positivo"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['come', 'hexa', 'brazil']","positivo"
"['glad', 'made', 'continu', 'come', 'equal', 'becom', 'sure', 'next']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['principl', 'vs', '6', 'vs', '7', 'semi', 'final']","neutro"
"['new', 'builder', '1', '5', 'goal', 'amp', '8', 'match', 'corner', '4', '6', 'btt', 'amp', '3', 'goal', '11', '8']","neutro"
"['bowl', 'confid', 'car', 'fear']","negativo"
"['predict', 'later', 'today', 'neymar', 'feign', 'injuri', 'nation', 'anthem', 'attempt', 'g']","negativo"
"['bierhoff', 'grade', 'fail', 'whisk', 'crap', 'sorri', 'man', 'differ', 'describ']","negativo"
"['caaarn', 'belgium']","positivo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil']","positivo"
"['pau', 'give', 'belgium', 'brazil', 'batteri', 'nervou']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['peopl', 'casemiro', 'bar']","neutro"
"['star', 'shine', 'one']","positivo"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['wonder', 'much', 'pathet', 'pussi', 'neymar', 'go', 'tonight']","negativo"
"['lukaku', 'like', 'jesu']","neutro"
"['peopl', 'bar', 'casemiro', 'poor']","negativo"
"['someon', 'doubt', 'hexa', 'brazil', 'came', 'tue', 'assur']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['ah', 'drink', 'give', 'fifa', 'let', 'casemiro', 'log', 'locker', 'room', 'merd']","neutro"
"['canarinho', 'gun', 'rid', 'capeta', 'brazil']","positivo"
"['east', 'readi', 'account', 'sure', 'devil']","negativo"
"['neymar', 'like', 'hazard']","neutro"
"['vs', '7', 'odd', 'vs7', '6', 'win', '1st', '6th', '2']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'belgium']","neutro"
"['quot', 'sorcer', 'hexa', 'quot', 'canarinho', 'gun', 'unit', 'forc', 'brazil', 'boiler']","negativo"
"['show', 'even', 'make', 'support', 'tonight']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['today', 'brazil', 'penalti', 'shootout']","positivo"
"['brazil', 'need', 'win', 'best']","positivo"
"['oxeeee', 'largaaaaaa', 'casemiro']","negativo"
"['bore', 'wait', 'start', 'tune', 'career', 'mode', 'live', 'stream']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['tonight', 'brazil', 'face', 'belgium', 'other', 'miranda', 'pinli', 'alv', 'henley', 'phd', 'student', 'would', 'like', 'give', 'chocol']","neutro"
"['look', 'someon', 'import', 'visit', 'profil']","positivo"
"['philip', 'neaten', 'next']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'russia', 'chanc', 'crowd', 'brazilian', 'prove', 'best', 'world']","positivo"
"['neymar', 'theater', 'deposit', 'brazil', 'belgium', 'becom', 'art', 'transfer']","negativo"
"['lukaku', 'like', 'jesu']","neutro"
['hexa'],"positivo"
"['hot', 'welcom', 'santa', 'clau', 'receiv', 'ye', 'fan', 'arena', 'boiler', 'almost', '30', 'temperatur']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['choic', 'winner', 'max', 'expect', 'result', 'match', 'bye', 'ritweet', 'halcyon', 'friend', 'elli', 'hatchev']","neutro"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['arriv', 'messag', 'exclus', 'thiago', 'silva', 'peopl']","neutro"
"['consid', 'whether', 'take', 'nap', 'hour', 'half', 'prepar', 'war', 'belgium', 'stay']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['got', 'goodi', 'chanc', 'win', 'prepar', 'big', 'game']","positivo"
"['brazil', 'must', 'show', 'tonight', 'must', 'shift', 'gear', 'belgium', '1st', 'good', 'team', 'test', 'world', 'cup', 'neymar']","positivo"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['neymar', 'act', 'beep']","negativo"
"['fan', 'psycho', 'globe', 'lol', 'love', 'brazil', 'x', 'belgium']","positivo"
"['2', '1', 'goal', 'scorer', 'neymar', 'amp', 'lukaku']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['alreadi', 'yyyi', 'go', 'brazil', 'quot']","positivo"
"['best', 'meet', 'cup', '2018', 'canarinho', 'gun', 'sorcer', 'brazilian']","neutro"
"['scoreboard', '2x1']","neutro"
"['let', '39', 'pray', '6', 'letter']","neutro"
"['neymar', 'theater', 'deposit', 'brazil', 'belgium', 'becom', 'art', 'transfer']","negativo"
"['super', 'nervou', 'marcelo', 'back', 'hope', 'key', 'hold', 'back', 'line', 'togeth', 'thiago', 'silva']","negativo"
"['small', 'amp', 'cute', 'akoedjiewoedji']","neutro"
"['hope', 'wave', 'goodby', 'belgium', 'tonight']","positivo"
"['quot', 'belgium', 'qualiti', 'necessari', 'dream', 'chop', 'russia', 'quot', 'note', 'press', 'brazilian']","neutro"
"['hexa', 'would', 'like']","positivo"
"['today', 'brazil', 'spaciou', 'game', 'late', 'morn', 'stay', 'quiet', 'pass', 'meiodia', 'bat', 'anxieti']","positivo"
"['bet', '2x0', 'brazil']","positivo"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['sorcer', 'hexa', 'na', 'russia', 'brazilian', 'turn', 'even']","positivo"
"['alreadi', 'begin', 'rememb', 'hate', 'brazil']","negativo"
"['hey', 'let', 'know', 'brussel', 'everyon', 'excit']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['quarter', 'final', 'go', 'win']","positivo"
"['russian', 'psycho', 'canari', 'gun', 'hexa']","positivo"
"['stress', 'place', 'x10000']","negativo"
"['stick', 'belgium', 'brazil', 'x', 'belgium']","neutro"
"['guess', 'match', 'result', 'comment']","neutro"
"['geme', 'realli', 'anyway', 'tag', 'lol', 'gt', 'gt', 'gt']","positivo"
"['today', 'boy', 'ney', 'cai']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['master', 'yuri', 'torski']","neutro"
"['come', 'favourit', 'top', 'scorer', 'brazil', 'v', 'belgium', 'neymar', 'samba']","positivo"
"['iuri', 'best', 'person', 'scrr']","positivo"
"['yuri', 'speak', '3x1', 'aaaaaaaaaa', 'like', 'like']","positivo"
"['hope', 'hung', 'sure', 'play', 'semi']","positivo"
"['match', 'day', 'program', '6th', 'juli']","neutro"
"['hexa', 'begin', 'win', 'shape', 'titl', 'seem', 'inevit']","positivo"
"['fan', 'need', 'protect']","positivo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['amai', 'delici', 'go', 'accommod', 'vs', 'word', 'final', 'tournament', 'arriv', 'cut']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
['predict'],"neutro"
"['god', 'ru', 'car', 'nervou', 'game', 'jesu', 'help']","negativo"
"['today', 'boy', 'ney', 'cai']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['hey', 'let', 'know', 'brussel', 'everyon', 'excit']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil']","positivo"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['today', 'brazil', 'good', 'psycholog', 'desir', '4', 'gol', 'brazil', 'none', 'goal', 'give', 'belgium', 'sem', 'extens']","positivo"
"['come', 'hexa', 'brazil']","positivo"
"['peopl', 'think', 'bar', 'casemito', 'today', 'brazil']","positivo"
"['pass', 'feed', 'hymn', 'timeless', 'cup', 'today', 'brazil', 'listen']","neutro"
['predict'],"neutro"
"['attend', 'belgian', 'brazilian']","neutro"
"['fan', 'brazil', 'listen', 'song', 'absolut', 'cup', 'world']","positivo"
['disrespect'],"negativo"
"['angel', 'say', 'amen']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['bet', 'note', '2018', 'quarter', 'final', '4am', '10', '000', '5', 'win', '1', '5', 'goal', 'score']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['ye', 'pass', 'yuri', 'na', 'tv', 'aaaaaaah', 'kkk', 'icon', 'give', 'cup']","neutro"
"['anoth', 'match', 'anoth', 'round', 'fun', 'fact']","positivo"
"['world', 'cup', 'brazil', 'vs', 'belgium', 'soccer', 'opera', 'mobil']","neutro"
"['zero', 'giant', 'best', 'attack', 'still', '90', 'minut', 'begin', 'viertelfin']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['tick', 'casemiro']","neutro"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['brussel', 'humor', 'station', 'renam', 'quot', 'anchor', 'final', 'quot', 'chop', 'world', 'love']","positivo"
"['yuri', 'king']","neutro"
"['brazil', 'amp', 'belgium', 'clash', 'c', '2nd', 'qf', 'match', 'today', 'side', 'among', 'favorit']","neutro"
"['beauti', 'prepar', 'mean']","positivo"
"['easi', 'brazil', 'unfortun']","negativo"
"['show', 'even', 'make', 'support', 'tonight']","neutro"
"['play', 'semi', 'final', 'unbeaten', 'last', '15', 'neymar', 'score', '11', 'amp', 'assist']","neutro"
"['casemiro', 'bar']","neutro"
"['brazil', '4', 'vs', '2', 'belgium']","neutro"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['sorcer', 'psycho', 'na', 'globoooooo']","neutro"
"['today', 'brazil', 'russia', 'chanc', 'crowd', 'brazilian', 'prove', 'best', 'world']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['peopl', 'kkkkkkkkkk', 'sorcer']","positivo"
"['winner', '_________']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['telepath', 'neymar', 'put', '3at', 'back', 'net']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['frankli', 'see', 'sure', 'twitter', 'french', 'support', 'brazil', 'east', 'neighbour', 'gang', 'race', 'creuvart']","neutro"
"['go', 'brazil']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['england', 'ftw']","negativo"
"['team', 'south', 'america', 'come', 'everybodi']","neutro"
"['kkkkkkk', 'ahammm', 'fall', 'goal']","positivo"
"['na', 'moral', 'car', 'die', 'fear', 'game']","negativo"
"['hexa', 'would', 'like']","positivo"
"['sorcer', 'live', 'globe']","neutro"
"['technolog', 'chang', 'face', 'judg', 'state', 'footbal', 'footbal', 'least', 'theori', 'system']","neutro"
"['bright', 'gener', 'belgian', 'shine', 'hj', 'select', 'brazilian', 'player', 'call', 'roberto', 'firmino', 'whose', 'tooth']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['coxinha', 'russian', 'mysteri', 'rt', 'brazil', 'win', 'today']","positivo"
"['today', 'game', 'brazil', 'thump', 'belgium', 'deal', 'franc']","neutro"
"['committe', 'spirit', 'bad', 'leo', 'side', 'wa', 'belgium', 'like', 'togeth']","neutro"
"['today', 'brazil', 'hexa', 'real']","positivo"
"['way', 'fox', 'quot', 'cold', 'belli', 'quot', 'young', 'begin', 'cup', '10', 'one', 'thousand', 'year', 'peopl']","neutro"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['loir', 'tchan', 'guy']","neutro"
"['rememb', 'tower', 'babel', 'lol']","positivo"
['oseybelgium'],"neutro"
"['today', 'brazil', 'abstract', 'cup']","positivo"
"['brazil', 'v', 'belgium', 'fellaini', 'look', 'like', 'one', 'jackson', '5']","positivo"
['predict'],"neutro"
"['hexa', 'brazil', 'hexa', 'brazil', 'hexa', 'brazil', 'hexa', 'brazil', 'hexa']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['forum', 'start', 'fill']","neutro"
"['q', 'fear', 'scream', 'insid', 'finger']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil']","positivo"
"['brazil', 'vs', 'belgium', 'pick', 'winner', 'pleas', 'retweet', 'vote']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['send', 'meme', 'gif', 'sorcer']","neutro"
"['today', 'day', 'brazil', 'cum', 'today', 'day', 'buy', 'everybodi', 'chocol', 'belga', 'supermarket', 'tacar', 'fire', 'today', 'day', 'hit']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['crowd', 'soccer', 'american', 'gave', '39', 'brother', '39', 'uruguayan', 'franc', 'advanc', 'semif']","neutro"
"['refresh', 'cours', 'front', 'young', 'peopl', '7', 'reason', 'never', 'world', 'champion', 'becam', 'gt', 'gt', 'gt', '1', '1974', 'gt', 'self', 'ajax', 'feyenoord']","neutro"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['500', 'belgian', 'sit', 'boiler']","positivo"
"['fan', 'psycho', 'globe', 'lol', 'love', 'brazil', 'x', 'belgium']","neutro"
"['small', 'amp', 'cute', 'akoedjiewoedji']","positivo"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","positivo"
"['bet', 'note', '2018', 'quarter', 'final', '4am', '10', '000', '5', 'win', '1', '5', 'goal', 'score']","neutro"
"['let', 'get', 'qf', 'parti', 'start', 'fifa', 'match', 'today']","positivo"
"['someon', 'warn', 'globe', 'sorcer', 'sim', 'psycho', 'hexa']","positivo"
"['4', '1994', 'gt', 'suicid', 'tactic', 'offsid', 'trap', 'quarter', '5', '1998', 'gt', 'train', 'penalt']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['love', 'join']","positivo"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['belgium', 'better']","positivo"
"['brother', 'law', 'nemar', 'today', 'goal', 'roll']","positivo"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","positivo"
"['today', 'game', 'brazil', 'block', 'squar', 'mauá', 'car']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['sorcer', 'ta', 'game', 'haaaaaaaa', 'belgium']","positivo"
"['ptdr', 'stop', 'critic', 'h24', 'belgium', 'send', 'ascend', 'l', 'air', 'fact', '3', 'minut', 'look', 'f']","negativo"
"['hexa', 'come']","positivo"
"['thought', 'world', 'cup', 'get', 'weirder', 'voiceov']","negativo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['arriv', 'messag', 'exclus', 'thiago', 'silva', 'peopl']","negativo"
"['today', 'brazil', 'today', 'day', '6', '6', 'hexa', '06', '07', '2018', '6', '7', '2018', '2031', '2', '0', '3', '1', '6', '6', 'hexa', 'cours', 'hex']","positivo"
"['wait', 'brazil', 'need', 'win']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['repeat', 'brazil', 'win', 'brazil', 'win', 'brazil', 'win', 'brazil', 'win', 'amen']","positivo"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
"['today', 'name', 'school']","neutro"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['news', 'spaciou', 'q', 'belgium', 'time', 'strong', 'q', 'select', 'deal', 'cup', 'news', 'good', 'q', 'brasi']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['real', 'footbal', 'tonight']","positivo"
"['real', 'footbal', 'tonight']","positivo"
"['go', 'yet', 'lap', 'give', 'new', 'give', 'background']","positivo"
"['today', 'boy', 'ney', 'cai']","negativo"
"['today', 'brazil', '3', 'gol', 'today', 'brazil', '3', 'gol', 'today', 'brazil', '3', 'gol', 'today', 'brazil', '3', 'goal']","positivo"
"['belgium', 'win', 'penalti']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['stay', 'die', 'feather', 'casemiro', 'exclud', 'moment']","negativo"
"['nerv', 'press', 'time', 'acceler', 'preview', 'look']","neutro"
"['go', 'belgium']","positivo"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['brazil', 'vs', 'belgium', 'match', 'afford', 'take', 'day', 'neymar', 'roll', 'fake', 'injuri', 'th']","negativo"
"['lukaku', 'like', 'jesu']","neutro"
"['hexa', 'come']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['hexa', 'begin', 'win', 'shape', 'titl', 'seem', 'inevit']","positivo"
"['guess', 'match', 'result', 'comment']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['winner', '_________']","positivo"
"['jesu', 'devil', 'look']","negativo"
"['neymar', 'like', 'hazard']","neutro"
"['today', 'brazil', 'quot', 'sorcer', 'hexa', 'quot', '39', 'brazil', 'win', 'world']","positivo"
"['sorcer', 'psycho', 'na', 'globoooooo']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['kind', 'brazil', 'today', 'today', 'brazil']","positivo"
"['titu', 'peopl', 'would', 'like', 'see', 'smile', 'firm', 'countrysid']","positivo"
"['small', 'amp', 'cute', 'akoedjiewoedji']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['q', 'dare', 'bar']","negativo"
"['attend', 'belgian', 'brazilian']","neutro"
"['east', 'half', 'rest', 'see', 'oppon']","neutro"
"['turn', 'brazil', 'soccer', 'shirt', 'fashion', 'statement']","positivo"
"['way', 'game', 'pass', 'na', 'globe', 'aaaaaaaaaaaaaa', 'hexa', 'come']","positivo"
"['hexa', 'brazil', 'hexa', 'brazil', 'hexa', 'brazil', 'hexa', 'brazil', 'hexa', 'brasi']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['flag', 'updat', 'hexa', 'come', 'today', 'brazil', 'let', '39', 'go', 'brazil']","positivo"
"['canarinho', 'gun', 'rid', 'capeta', 'brazil']","negativo"
"['3', 'x', '1']","neutro"
"['witchcraft', 'speak', 'quot', 'brazil', 'quot', 'still', 'peopl', 'doubt', 'q', 'hexa', 'come']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['born', 'antifrançai', 'car', 'sister', 'east', 'half', 'french', 'born', 'win', 'even', 'born']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['peopl', 'alreadi', 'rule', 'belgium', 'win', 'brazil', 'learn', 'world', 'cup', 'drama', 'lol']","positivo"
"['loir', 'tchan', 'guy']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['turn', 'brazil', 'soccer', 'shirt', 'fashion', 'statement']","positivo"
"['aveng', 'other', 'day', 'aveng', 'today', 'pq', 'come', 'wing', 'other', 'time', 'give', 'america']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['neymar', 'like', 'hazard']","neutro"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['look', 'footbal', 'today', 'look', 'back', 'two', 'massiv', 'match']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['predict']","neutro"
"['lil', 'stream']","neutro"
"['look', 'sorcer', 'hexa']","positivo"
"['dare', 'bar', 'dear', 'casemiro', 'casemito', 'call', 'ridicul']","negativo"
"['turn', 'brazil', 'soccer', 'shirt', 'fashion', 'statement']","positivo"
"['energi', 'posit', 'brazil']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['want', 'car']","neutro"
"['joke', 'izzah', 'solid']","neutro"
"['predict']","neutro"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['star', 'shine', 'one']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['dale', 'sorcer', 'brazil', 'x', 'belgium']","neutro"
"['brasil', '2x0']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['seem', 'like', 'world', 'cup', 'remain', 'europ', 'unless', 'last', 'south', 'american', 'team', 'competit', 'brazil', 'c']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['scorcher', 'game', '5', 'time', 'world', 'champion', 'brazil', 'monument', 'task', 'beat', '3rd', 'rank']","neutro"
"['give', 'forecast', 'belgium', 'stronger', 'brazilian', 'without', 'kazimiro', 'besid', 'one', 'item', 'brazilian', 'highli', 'forc']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['mean', 'realli', 'look', 'like', 'unhappi', 'push', 'move', 'away', 'club', 'call', 'bull']","negativo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['belgium', 'lukaku', 'brazil', 'theater', 'neymar']","neutro"
"['sorcer', 'station', 'curs', 'belgium']","negativo"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['previou', 'opportun', 'side', 'world', 'cup', 'round', '16', '2002', 'win', '2', '0']","neutro"
"['bye', 'uruguay', 'today', 'brazil', 'pass', 'catch', 'franc']","neutro"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","positivo"
"['brazil', 'want', 'brazil', 'win', 'belgium']","positivo"
"['say', 'want', 'brazil', 'let', '39', 'go', 'select']","neutro"
"['harvey', 'specter', 'leav', 'mike', 'short', 'make', 'shit', 'time', 'ok']","negativo"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['matchday', '20', '00', 'time']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
